WRMD_ID,Accession_no,Admission_date,Species,Org,Location,Lat,Long,Disp,Disp_date,Age,Clinical presentation/syndrome category,Reasons for admission,Condition,Diagnosis,Notes
543847,16-5183,9/13/2016 16:16,Mourning Dove ,Wildlife Care Association of Sacramento,2920 Bryce St #95821 Sacramento CA,38.618651,-121.409304,Euthanized in 24hr,9/13/2016,Adult,Physical injury,Cat contact,,,
543155,16-5167,9/12/2016 13:33,Mourning Dove ,Wildlife Care Association of Sacramento,8249 Cedar Crest Way Sacramento CA,,,Euthanized in 24hr,9/12/2016,Adult,Nonspecific,Appears sick or injured,,,
543140,16-5166,9/12/2016 13:02,Mourning Dove ,Wildlife Care Association of Sacramento,7842 Teton Way Antelope CA,38.711526,-121.384744,Died in 24hr,9/12/2016,Adult,Physical injury,Cat contact,,,
547355,16-5140,9/10/2016 10:20,Mourning Dove ,Wildlife Care Association of Sacramento,5210 F Street  Sacramento CA,38.570308,-121.439066,Euthanized in 24hr,9/10/2016,Adult,Physical injury,Cat contact,,,
544522,16-5203,9/14/2016 16:44,Mourning Dove ,Wildlife Care Association of Sacramento,800 J St. Sacramento CA,38.580835,-121.496018,Pending,,Fledgling,Nonspecific,Appears sick or injured,,,
544262,16-5188,9/14/2016 11:02,Mourning Dove ,Wildlife Care Association of Sacramento,"8861 Vintage Park Dr, #102 Sacramento CA",38.46643,-121.372796,Pending,,Fledgling,Orphaned,"Fell from nest, cats near by",,,
571431,16-5189,9/14/2016 11:02,Mourning Dove ,Wildlife Care Association of Sacramento,"8861 Vintage Park Dr, #102 Sacramento CA",38.46643,-121.372796,Pending,,Fledgling,Orphaned,"Fell from nest, cats near by",,,
542380,16-3246,9/14/2016 10:18,Mourning Dove ,Gold Country Wildlife Rescue,1231 Souza Way Folsom CA,38.684235,-121.117604,Pending,,Fledgling,Orphaned,orphaned,**body**: thin // ,,
549405,16-5184,9/13/2016 17:04,Mourning Dove ,Wildlife Care Association of Sacramento,4356 Blackford Way #95823 Sacramento CA,38.470482,-121.453374,Pending,,Fledgling,Physical injury,found on ground with no trees nearby. Cat almost got him,"**body**: 2 crop tears on right side of crop.  // **hindlimb**: Right 4th digit fractured  // **comments**: Sutured crop tear, applied shoe to right foot // ","Physical injury : fracture, wound",
541659,16-4773,9/13/2016 12:17,Mourning Dove ,Wildlife Center of Silicon Valley,Unknown San Jose CA,37.338208,-121.886329,Died in 24hr,9/14/2016,Fledgling,Physical injury,dog caught,**head**: Eyes are dilated // **cns**: Good mentation and ambulation // **cardiopulmonary**: No clicking // **gastrointestinal**: Rump has large open wound // **integument**: Many feathers missing from both wings // **body**: Wounds to wings and rump // **forelimb**: Both wings have small wounds but no fxs or lxs palpated // **hindlimb**: Not standing well but using legs and feet // ,,
549047,16-5176,9/13/2016 10:09,Mourning Dove ,Wildlife Care Association of Sacramento,3712 Lowry Dr North Highlands CA,38.667592,-121.377205,Pending,,Fledgling,Physical injury,Cat contact,"**body**: Tears r chest, L ventral wrist, L knee  // **comments**: Cat contact  // ",,
543181,16-3264,9/12/2016 16:49,Mourning Dove ,California Wildlife Center,332 Marjori Ave Thousand Oaks CA,34.174779,-118.901231,Pending,,Fledgling,Physical injury,cat caught,**integument**: missing tail feathers and R secondaries // **forelimb**: Bilat wrist abrasions R>L. R humeral laceration 0.5cm long // **hindlimb**: L stifle laceration 0.75cm long.  // ,lacerations. wrist abrasions,
555954,16-5053,9/12/2016 13:41,Mourning Dove ,Lindsay Wildlife,Las Lomas High School Walnut Creek CA,37.910078,-122.065182,Pending,,Fledgling,Physical injury,Boys were chasing it. It kept running into walls.,**head**: small amount of seed in crop // **integument**: mites. All flight feathers present // **hindlimb**: superficial abrasions on plantar surface of both hock joints.  Brusing on both hocks. L is more bruised than R // ,,
548348,16-5163,9/12/2016 12:04,Mourning Dove ,Wildlife Care Association of Sacramento,3712 Lowry Dr North Highlands CA,38.667592,-121.377205,Euthanized in 24hr,9/12/2016,Fledgling,Physical injury,Cat contact,,,
571284,16-5152,9/11/2016 15:16,Mourning Dove ,Wildlife Care Association of Sacramento,unknown West Sacramento CA,38.673052,-121.791783,Died in 24hr,9/11/2016,Fledgling,Physical injury,"Cat contact, appears sick or injured",,,
543204,16-1917,9/11/2016 14:45,Mourning Dove ,native animal rescue,Hope Church Not specified CA,,,Pending,,Fledgling,Orphaned,Fell out of tree,,,
542339,16-5043,9/11/2016 10:38,Mourning Dove ,Lindsay Wildlife,1581 Buttercup Ct Livermore CA,37.712232,-121.743617,Euthanized in 24hr,9/11/2016,Fledgling,Physical injury,Most likely cat caught this morning,**forelimb**: L wing- 4 compound Fx along humerus and radius/ulna. Wing has no stability and is soft to touch. Ended exam.  // ,,
541659,16-4788,9/14/2016 11:52,Mourning Dove ,Wildlife Center of Silicon Valley,970 Meridian Avenue San Jose CA,37.308578,-121.912732,Euthanized in 24hr,9/14/2016,Juvenile,Physical injury,hit a window,**forelimb**: open fx to right humerus // ,,
544122,16-5068,9/14/2016 9:45,Mourning Dove ,Lindsay Wildlife,David at Bancroft Concord CA,37.934184,-122.046992,Euthanized in 24hr,9/14/2016,Juvenile,Physical injury,Walking in the street. One wing not functioning normally,**hindlimb**: R tib/fib fx in 2 places. Ended exam at this point // ,,
544664,16-629,9/13/2016 9:08,Mourning Dove ,Sulphur Creek Nature Center,Across from Chabot College Hayward CA,37.668821,-122.080796,Died in 24hr,9/14/2016,Juvenile,Physical injury,On the ground,"**comments**: punctures on its chest,back and shoulders // ",many punctures,
542359,16-3243,9/11/2016 11:27,Mourning Dove ,California Wildlife Center,8416 Alverstone Ave Los Angeles CA,33.962371,-118.396708,Pending,,Juvenile,"Physical injury, neurologic disease",Possible flew into the wall. Could not fly. Suspect wing injury.,"**head**: Small amount of blood in mouth // **cns**: Falls to both R and L when stressed, rights itself immediately // **integument**: Feather contamination on distal aspect of all tail feathers, poss H2O during transport // **forelimb**: Slight R wing rotation.  R shoulder swelling // ","R coracoid fx, L/R clavicle fx's, neuro",
542336,16-5042,9/11/2016 10:12,Mourning Dove ,Lindsay Wildlife,3949 West Las Positas Blvd Pleasanton CA,37.693574,-121.869964,Pending,,Juvenile,Physical injury,Cat caught this morning.,"**body**: R flank/pectoral small 1/2cm laceration, cleaned with dilute chlorhex and covered with tegaderm.  // **hindlimb**: R flank/femur 1cm laceration, cleaned with chlorhex, removed small amount of feathers from area and placed tegaderm.  // ",,
554506,16-5022,9/10/2016 9:14,Mourning Dove ,Lindsay Wildlife,3978 Majestic Drive Concord CA,37.982218,-121.991889,Pending,,Juvenile,Physical injury,Cat caught and brought inside house,"**cns**: BAR/QAR // **integument**: L flank missing feathers, superficial abrasions cover this area, cleaned with chlorhex and pat dry, applied tegaderm. Small 3mm circumference laceration upper R dorsum next to spine, also cleaned and placed tegaderm. R flank/femur laceration ~2.5mm circumference. Cleaned, covered with tegaderm.  // **comments**: Beginning adult molt // ",,
544743,16-5207,9/15/2016 10:20,Mourning Dove ,Wildlife Care Association of Sacramento,"2065 W. El Camino Ave., #614 Sacramento CA",38.614805,-121.507045,Pending,,Nestling,Nonspecific,"Appears sick or injured, on ground, unable to fly",,,
544435,16-3276,9/14/2016 13:34,Mourning Dove ,California Wildlife Center,Oxnard and Reseda street Tarzana CA,34.180001,-118.536013,Pending,,Nestling,Orphaned,"On bike path, further to side found sibling dead. ",,NSF,
545934,16-3267,9/13/2016 11:18,Mourning Dove ,California Wildlife Center,21126 Chatsworth Street Chatsworth  CA,34.263894,-118.594175,Pending,,Nestling,Physical injury,dog caught,**head**: crop completely full of seed // **cns**: slight splay leg/low stance // **forelimb**: R ventral humeral laceration // ,humeral laceration,
538857,16-5057,9/13/2016 9:28,Mourning Dove ,Lindsay Wildlife,2019 Oak Grove Ct. Concord CA,37.946933,-122.031767,Pending,,Nestling,Physical injury,cat caught. cat brought bird in through cat door. bird struggled. ,**head**: empty crop. // **body**: bruised R side.  // **forelimb**: Blood feathers cracked on R wing with blood transferred onto R side/leg // **hindlimb**: pinpoint puncture ventral from L knee.   // **comments**: Very active. Prefledge // ,,
541659,16-4762,9/12/2016 16:46,Mourning Dove ,Wildlife Center of Silicon Valley,Cahalen and Blossom Hill San Jose CA,37.25051,-121.846758,Euthanized in 24hr,9/12/2016,Nestling,Physical injury,"orphaned, tree trimming, siblings dead","**head**: eyes bright, ears clear, mouth clear, nsf // **cns**: QAR // **gastrointestinal**: seed in crop // **forelimb**: open fx L humerus, close to joint. hematoma to site of injury // **hindlimb**: no fx/lx palpated // **comments**: irreparable injury // ",,
571278,16-5146,9/10/2016 16:04,Mourning Dove ,Wildlife Care Association of Sacramento,918 Purdue Dr. Woodland CA,38.666213,-121.80173,Died +24hr,9/12/2016,Nestling,Orphaned,Orphaned,,,
547355,16-5145,9/10/2016 16:00,Mourning Dove ,Wildlife Care Association of Sacramento,Sunrise Blvd.  Citrus Heights CA,38.692158,-121.271564,Euthanized in 24hr,9/11/2016,Nestling,Orphaned,Orphaned,,,
547355,16-5141,9/10/2016 11:22,Mourning Dove ,Wildlife Care Association of Sacramento,6630 Cantel Wy North Highlands CA,38.687809,-121.378962,Euthanized in 24hr,9/10/2016,Nestling,Physical injury,Cat contact,,,
554506,16-5025,9/10/2016 9:49,Mourning Dove ,Lindsay Wildlife,2015 Gill Port Lane Walnut Creek CA,37.93009,-122.042823,Euthanized in 24hr,9/10/2016,Nestling,Physical injury,"On the ground. Scrub Jay near by. Kind of ""harassing it"". A small song bird was trying to defend the Dove. The Dove was all puffed and they thought it might be injured.","**head**: Crop filled with air, occasional bubbles from mouth // **forelimb**: R metacarpus fx, compound, swollen. // ",,
530571,16-4804,9/15/2016 16:21,Rock Dove,Wildlife Center of Silicon Valley,North 1st San Jose CA,37.383904,-121.926326,Pending,,,Physical injury,injured wing/leg,,,
541659,16-4793,9/15/2016 9:42,Rock Dove,Wildlife Center of Silicon Valley,1666 Merrill Drive #78 San Jose CA,37.240871,-121.907636,Pending,,,Physical injury,"can't fly, possible wing injury",,,
590345,16-866,9/13/2016 12:21,Rock Dove,Bird Ally X,Scotia Mill Scotia CA,40.482945,-124.100094,Pending,,,Orphaned,"fell from nest, too high to renest",,,
530571,16-4805,9/15/2016 16:30,Rock Dove,Wildlife Center of Silicon Valley,5973 Friar Way San Jose CA,37.305567,-122.008253,Died in 24hr,9/15/2016,Adult,"Neurologic disease, gastrointestinal disease",can't fly; seizing; appeared imbalanced then fell off perch,"**head**: pale mm, tacky saliva // **cns**: seizing at intake, suspect toxin exposure // **cardiopulmonary**: nsf, no breathing issues noted // **gastrointestinal**: passed watery brown mutes with flecks of red in them // **integument**: nsf, feathers in decent condition // **body**: reasonable BCS // **forelimb**: nsf, no fxs/lxs palapted // **hindlimb**: nsf, no fxs/lxs palapted // **comments**: suspect toxicity exposure // ",,
541659,16-4789,9/14/2016 12:43,Rock Dove,Wildlife Center of Silicon Valley,Finch and Stevens Creek Boulevard Cupertino CA,37.323056,-122.010516,Pending,,Adult,Neurologic disease,"can't fly, walking in circles","**head**: pink mm, no trich lesions, eyes clear // **cns**: has a head twitch and seems unbalanced while perched // **cardiopulmonary**: nsf, no breathing issues observed // **gastrointestinal**: nsf, normal mutes passed // **integument**: feather lice+, feathers in good condition // **body**: thin BCS // **forelimb**: nsf, no fxs.lxs palapted, good drawback // **hindlimb**: nsf, no fxs/lxs palpated,  // **comments**: suspect toxin exposure, continue to give Midazolam IV every 3 hours as long as head tremors persist // ",,
564930,16-5195,9/14/2016 12:18,Rock Dove,Wildlife Care Association of Sacramento,Fitness Gym at Fair Oaks & Palm Carmichael CA,38.644626,-121.272172,Pending,,Adult,Nonspecific,"Appears sick or injured, was flopping on ground",,,
564930,16-5190,9/14/2016 11:05,Rock Dove,Wildlife Care Association of Sacramento,Circle K on Vintage Park & Elk Grove Sacramento CA,38.581572,-121.4944,Euthanized in 24hr,9/14/2016,Adult,Physical injury,"Appears sick or injured,,possible cat contact",**hindlimb**: Right hock fracture // ,Physical injury: fracture ,
549459,16-5185,9/13/2016 17:19,Rock Dove,Wildlife Care Association of Sacramento,1689 Arden Way #95815 Sacramento CA,38.60158,-121.427369,Euthanized in 24hr,9/13/2016,Adult,Gastrointestinal disease,Appears sick or injured,**head**: Severe Trichomoniasis lesions on left side of throat and mouth.  // **comments**: Trich +4 // ,Trichomoniasis ,
543800,16-2304,9/13/2016 14:52,Rock Dove,Pacific Wildlife Care,walnut st San Luis Obispo CA,35.285095,-120.664253,Pending,,Adult,Physical injury,"bird fell to ground, bleeding from mouth","**head**: bleeding profusely from mouth and beak fractured. dabbed beak with saline. swabbed lots of blood out of mouth // **integument**: positive for feather lice // **forelimb**: right wing very bruised and swollen above elbow. cannot palpate fx per swelling. drooping wing // **comments**: fx beak, blood in mouth, right wing injured. waiting for vet check as the beak looks bad and cannot palpate fx.  // ","fx beak, right wing injured",
541659,16-4775,9/13/2016 13:59,Rock Dove,Wildlife Center of Silicon Valley,98 West William San Jose CA,37.327635,-121.885988,Euthanized in 24hr,9/13/2016,Adult,Physical injury,"can't fly, possibly injured leg",**forelimb**: Dislocated R wing // ,,
542509,16-5157,9/11/2016 18:13,Rock Dove,Wildlife Care Association of Sacramento,Sacramento Animal Services Sacramento CA,38.581572,-121.4944,Pending,,Adult,Nonspecific,unknown,,,
541659,16-4739,9/11/2016 15:51,Rock Dove,Wildlife Center of Silicon Valley,4159 Voltaire Street San Jose CA,37.318768,-121.763527,Euthanized in 24hr,9/11/2016,Adult,Physical injury,attacked by hawk,"**gastrointestinal**: crop full of seed // **hindlimb**: degloving to left femur and tib/fib, muscle gone and bone exposed // ",,
547355,16-5144,9/10/2016 15:54,Rock Dove,Wildlife Care Association of Sacramento,6041 Sunrise Blvd Citrus Heights CA,38.675371,-121.271631,Pending,,Adult,Nonspecific,Appears sick or injured,,,
548348,16-5161,9/12/2016 10:49,Rock Dove,Wildlife Care Association of Sacramento,unknown - Fair Oaks Blvd.  95628 Fair Oaks CA,38.644626,-121.272172,Pending,,Fledgling,Nonspecific,Appears sick or injured,,,
500878,16-2309,9/15/2016 12:16,Rock Dove,SPCA for Monterey County,23035 Guidotti Drive Salinas CA,36.591756,-121.71122,Pending,,Juvenile,Physical injury,in backyard not flying for 2 days,"**head**: Good PLR, eyes, ears and mouth clear. Trich negative. // **integument**: Small patch of pin feathers growing in mid back to the L of spine. Flat flies. // **body**: Circular bruise, deep purple in color at top of keel. Keel and wishbone feels intact.  // **forelimb**: Small scab over L elbow, easily peeled off, freshly bleeding. Cleaned with dilute chlorhex. Applied SSD and tegaderm. Feather pins around wound under skin/growing in. // ",,
541659,16-4796,9/15/2016 11:00,Rock Dove,Wildlife Center of Silicon Valley,Bonta and Sunny Court San Jose CA,37.341865,-121.858967,Euthanized in 24hr,9/15/2016,Juvenile,"Physical injury, neurologic disease","possible rear leg injury, can't fly","**head**: orange food on bill, eyes clear, pink mm // **cns**: not exhibiting conscious proprioception in right foot, possible spinal trauma // **cardiopulmonary**: nsf, no breathing issues noted // **gastrointestinal**: bloody mutes passed // **integument**: flat flies+++ // **body**: thin BCS // **forelimb**: nsf // **hindlimb**: not standing well and leaning to right side, crepitus palpated in right hip, suspect luxation // ",,
541659,16-4776,9/13/2016 15:49,Rock Dove,Wildlife Center of Silicon Valley,"151 Calderon Avenue, Apartment #194 Mountain View CA",37.390986,-122.071734,Euthanized in 24hr,9/13/2016,Juvenile,Physical injury,can't fly,**body**: Large tear to crop // ,,
541659,16-4727,9/11/2016 11:39,Rock Dove,Wildlife Center of Silicon Valley,Winchester Campbell CA,,,Pending,,Juvenile,"Physical injury, neurologic disease",not specified by shelter,"**head**: pink mm, small white spot in mouth that was easily removed with a cotton swab, eyes clear // **cns**: leaning to left side // **cardiopulmonary**: nsf, no breathing issues noted // **gastrointestinal**: bile-stained mutes passed, some mutes around vent // **musculoskeletal**: nsf // **integument**: feather lice+++, otherwise feathers are in decent condition // **body**: thin BCS // **forelimb**: left wing drop // **hindlimb**: favoring right leg, bruising on second digit of right foot, no fxs/lxs palpated // ",,
417074,16-838,9/11/2016 18:20,Eurasian Collared-dove,Sonoma County Wildlife Rescue,5495 Bodega Ave Petaluma CA,38.263936,-122.727729,Euthanized in 24hr,9/11/2016,Adult,Physical injury,Injured wing,"**head**: eyes bright, mouth clean // **integument**: Feathers in good condition besides missing patch // **forelimb**: R wing has fx ulna/radius and open wound site on back of wing at fxs as well as large patch of missing feathers // **comments**: Bird quite stressy, doubtful it would tolerate captivity for 6-8 wks while bones healed // ",Physical Injury,
540475,16-839,9/13/2016 12:10,Eurasian Collared-dove,Sonoma County Wildlife Rescue,8 Pistachio Way Windsor CA,38.547302,-122.795868,Released,9/13/2016,Fledgling,Physical injury,Unable to fly,"**integument**: Fledging // **body**: Superficial cut on right haunch, scabbed over // **comments**: Can fly badly but learning // ",,
544436,16-2308,9/14/2016 13:14,Eurasian Collared-dove,Pacific Wildlife Care,unknown unknown CA,,,Euthanized in 24hr,9/14/2016,Nestling,"Physical injury, ocular disease","injured, pecked on by crows","**head**: Severe swelling of head, esp R side.  Marked hyphema OD.  L eye ruptured.  Bird blind in L eye and probably R.   // **body**: Small suture line along R cranial neck // ",Predation wounds/severe ocular trauma,
542263,16-2290,9/10/2016 19:52,Elegant Tern,SPCA for Monterey County,Beach next to Fish Hopper Monterey CA,36.600238,-121.894676,Died in 24hr,9/11/2016,Juvenile,"Stranded, physical injury, nutritional disease, neurologic disease ","Wobbly when standing, allowing people to approach.","**integument**: Some discoloration on feathers on underside of right wing // **hindlimb**: Small laceration on hock joint of right leg. Able to stand but unwilling to. // **comments**: Emaciated, wobbly when standing. // ",,
439271,16-2292,9/10/2016 14:27,Elegant Tern,Pacific Wildlife Care,Oceano Dunes Oceano CA,35.105582,-120.630593,Pending,,Juvenile,"Stranded, nutritional disease",Unknown,,Emaciated juvenile,
538119,16-5040,9/11/2016 9:07,Oak Titmouse,Lindsay Wildlife,1064 Viella Ct Lafayette CA,30.22409,-92.019843,Euthanized in 24hr,9/11/2016,Adult,"Physical  injury, respiratory disease",Cat caught this morning.,"**head**: Blood in mouth and glottis // **cns**: Quivering // **cardiopulmonary**: Both lungs sound rough- gurgling // **body**: Lower abdomen bruised, internal hematoma present // ",,
491663,16-3232,9/11/2016 10:42,Little Brown Bat,Gold Country Wildlife Rescue,110 Porter Lane Auburn CA,38.950248,-121.042635,Euthanized in 24hr,9/11/2016,,Physical injury,found in kitchen injured,,,
543658,16-5064,9/13/2016 16:58,White-tailed Kite,Lindsay Wildlife,9427 Olympia Fields Drive San Ramon CA,37.734143,-121.926694,Euthanized +24hr,9/15/2016,Juvenile,Physical injury,Found in backyard with broken wing,"**head**: Abrasion top of cere - covered with advanced healing // **body**: Bruising L flank // **hindlimb**: L TBT fx mid shaft, closed // ",,
543658,16-5059,9/13/2016 11:04,White-tailed Kite,Lindsay Wildlife,249 Pearl Drive - in park across the street from house Livermore CA,37.681874,-121.768009,Died in 24hr,9/14/2016,Juvenile,Respiratory disease,found last night lying on the ground in park. rescuer picked up bird and put in in crate. kept in house overnight.,"**head**: no stain uptake OU, mouth tacky // **cardiopulmonary**: liquid in lungs - rough sounds both lungs - almost wheezing,  // **body**: thin // ",,
402845,16-628,9/13/2016 9:03,Brandt's Cormorant ,Sulphur Creek Nature Center,25932 Eden Landing Road Hayward CA,37.628834,-122.116052,Euthanized in 24hr,9/14/2016,Adult,Physical injury,right wing has fishing line wrapped around it,**comments**: fishing line wire wrapped around right wing and has hook in its chest // ,necrotic wounds in wing,
545065,16-3286,9/15/2016 18:42,Brandt's Cormorant ,California Wildlife Center,2300 Ocean Front Walk Los Angeles CA,33.982646,-118.471101,Died in 24hr,9/15/2016,Juvenile,Physical injury,n/a,"**hindlimb**: R tmt fishing line embedded w/ severe constriction and necrotic bone exposure. Necrosis below constriction wound-foot and toes shredded, dessicated, and necrotic bone exposure of toes // ",necrotic foot. constriction wound,
545009,16-3284,9/15/2016 17:09,Brandt's Cormorant ,California Wildlife Center,Carbon Beach  Malibu CA,34.042067,-118.661399,Euthanized in 24hr,9/15/2016,Juvenile,Nonspecific,"poor mentation, allowing people to approach",,,
502122,16-3258,9/12/2016 14:10,Brandt's Cormorant ,California Wildlife Center,1700 blk of Santa Monica Beach Santa Monica CA,34.026379,-118.482866,Transferred,9/15/2016,Juvenile,Physical injury,fishing hooks,"**head**: 2 hooks in mouth-1 hook embedded below L commissure, 1 hook embedded behind glottis (cannot see clearly on awake bird). Bilat necrotic commissure wounds.  // **hindlimb**: large hook in R foot-barb is embedded in D4 P2/P3 joint, joint is swollen and hot. Other end of hook stuck in initial puncture site of D1/D2 webbing-puncture wound has hard swelling but is closed/healed. R mid tmt-adhered lesion // ","fishing hooks, multiple puncture wounds",
491663,16-3233,9/11/2016 11:07,Virginia Opossum,Gold Country Wildlife Rescue,,,,Pending,,,Physical injury,hit with shovel,,,
541659,16-4799,9/15/2016 12:56,Virginia Opossum,Wildlife Center of Silicon Valley,908 Courtland Court Milpitas CA,37.422572,-121.877938,Died in 24hr,9/15/2016,Adult,"Physical injury, neurologic disease",possibly got in a fight with a raccoon,"**head**: pale mm, eyes clear, teeth intact // **cns**: depressed mentation, not using hind legs well // **cardiopulmonary**: nsf, no breathing issues observed // **gastrointestinal**: nsf, nothing passed // **musculoskeletal**: nsf // **integument**: nsf // **body**: 2in laceration over right femur, two lacerations over right shoulder // **forelimb**: nsf, no fxs/lxs papated // **hindlimb**: nsf, no fxs/lxs palapted // ",,
541659,16-4782,9/14/2016 9:23,Virginia Opossum,Wildlife Center of Silicon Valley,1109 Corvallis Drive San Jose CA,37.213307,-121.852002,Pending,,Adult,Physical injury,hit by a car,"**head**: multiple abrasions on right and left side of face, epistaxis, left eye is mildly swollen, PLR is slow in right eyes, minor crepitus palpated on left side of jaw, unable to fully palpate fx. Needs radiographs  // **gastrointestinal**: nothing passed at exam // **integument**: fleas, cold, dried blood on right side of body // **body**: reasonable body condition  // **forelimb**: no fx's or lx's palpated  // **hindlimb**: abscess on left leg (proximal femur area) // **comments**: Dr. Chad to RV and possibly take radiographs tomorrow (Thursday) // ",,
440154,16-2302,9/13/2016 13:04,Virginia Opossum,Pacific Wildlife Care,180 Mesa Road Nipomo CA,35.025828,-120.500389,Pending,,Adult,Neurologic disease,cats were watching it and it wasn't moving;  walking like it was drunk,,,
541659,16-4769,9/13/2016 10:29,Virginia Opossum,Wildlife Center of Silicon Valley,Spruance and Stokes San Jose CA,37.301366,-121.936749,Euthanized in 24hr,9/13/2016,Adult,"Physical injury, neurologic disease",hit by a car,"**head**: suspect fx jaw and fx skull, blood filled mouth, tongue is covered in dried blood  // **cns**: laterally recumbent  // **cardiopulmonary**: agonal // ",,
439693,16-835,9/10/2016 12:23,Virginia Opossum,Sonoma County Wildlife Rescue,751 Southwood Drive Santa Rosa CA,38.417511,-122.729083,Pending,,Adult,Physical injury,injured,"**head**: small superficial scrape on nose // **cns**: very nasty and bitey  // **gastrointestinal**: formed feces, appears normal // **integument**: fleas, flea dirt, unkempt appearance  // **body**: end of tail appears broken and lacerated, will need to be amputated.  // ",,
586909,16-847,9/15/2016 12:52,Virginia Opossum,Sonoma County Wildlife Rescue,3815 Primrose Ave Santa Rosa CA,38.386841,-122.735721,Pending,,Juvenile,Physical injury,Caught in rat trap,"**head**: eyes bright, ears upright, teeth clean of any debris or food // **integument**: Fleas and flea dirt // **forelimb**: Front paws dirty and a little red // **hindlimb**: Back paws dirty and a little red // **comments**: Was brought to us with poison rat bait in crate with teeth marks on it // ",,
544746,16-5208,9/15/2016 10:38,Virginia Opossum,Wildlife Care Association of Sacramento,5325 Flagstone Carmichael CA,38.662414,-121.315322,Pending,,Juvenile,Orphaned,"Orphaned, ",,,
544486,16-5200,9/14/2016 16:03,Virginia Opossum,Wildlife Care Association of Sacramento,1317 Fong St. Folsom CA,38.673036,-121.18251,Pending,,Juvenile,Nonspecific,Appears sick or injured,,,
550595,16-5205,9/14/2016 3:52,Virginia Opossum,Wildlife Care Association of Sacramento,3314 Seabright Davis CA,38.559427,-121.791451,Pending,,Juvenile,Nonspecific,Appears sick or injured,,,
555614,16-908,9/12/2016 16:33,Virginia Opossum,Wildlife Rescue Center of Napa County,1200 Edwards St St. Helena CA,38.505476,-122.466423,Pending,,Juvenile,Physical injury,"opossum was in garbage can for 4-5 days, appears sick or injured","**integument**: fleas // **body**: SQ LRS, Metacam, flea meds // **forelimb**: left wrist may have been fx'd previously and healed incorrectly. Will monitor for use of left arm but currently opossum is not using left hand at all. // **hindlimb**: left front paw cold and hand not grasping. wrist is slightly bent downward and swollen. No wrist fx palpated. // **comments**: left wrist may have been fx'd previously and healed incorrectly. Will monitor for use of left arm but currently opossum is not using left hand at all. // ",orphaned and unable to use left hand. ,
541659,16-4749,9/12/2016 12:12,Virginia Opossum,Wildlife Center of Silicon Valley,Linda Vista School San Jose CA,37.338208,-121.886329,Pending,,Juvenile,"Physical injury, neurologic disease",neck injury,"**head**: squinty left eye, pale mm, teeth intact // **cns**: QAR, not using left arm, possible nerve damage // **cardiopulmonary**: nsf, no breathing issues noted // **gastrointestinal**: nsf, nothing passed // **musculoskeletal**: nsf // **integument**: fleas++ // **body**: thin BCS, puncture and swelling to left side of neck // **forelimb**: favoring left arm, slight crepitus felt in shoulder joint // **hindlimb**: nsf, no fxs/lxs palpated, normal ambulation // **comments**: not using left front arm well, puncture to left side of neck // ",,
548348,16-5162,9/12/2016 10:52,Virginia Opossum,Wildlife Care Association of Sacramento,Root & Marconi Carmichael CA,38.617419,-121.350642,Pending,,Juvenile,Nonspecific,Appears sick or injured,,,
541659,16-4726,9/11/2016 11:38,Virginia Opossum,Wildlife Center of Silicon Valley,Monterey and Roeder San Jose CA,37.26065,-121.810356,Pending,,Juvenile,Physical injury,not specified by shelter,"**head**: pink mm, teeth intact, eyes clear // **cns**: nsf // **cardiopulmonary**: nsf // **gastrointestinal**: nsf, nothing passed // **musculoskeletal**: nsf // **integument**: fleas++, dried mud on fur, pinna of right ear is red/bruised, pinna of left ear is also slightly red // **body**: thin BCS // **forelimb**: nsf, no fxs/lxs palapted, normal ambulation // **hindlimb**: nsf, no fxs/lxs palapted, normal ambulation // ",,
541659,16-4713,9/10/2016 12:28,Virginia Opossum,Wildlife Center of Silicon Valley,4688 Holycan Circle San Jose CA,37.338208,-121.886329,Pending,,Juvenile,Orphaned,orphaned,"**head**: pink mm, eyes opening // **cns**: nsf, BAR, vocal // **cardiopulmonary**: nsf // **gastrointestinal**: nothing passed // **musculoskeletal**: nsf // **integument**: nsf, good fur condition // **body**: nsf, good BCS // **forelimb**: nsf // **hindlimb**: nsf // ",,
541967,16-3237,9/10/2016 9:36,Virginia Opossum,California Wildlife Center,18119 S Hobart Blvd Gardena CA,33.86612,-118.308288,Pending,,Juvenile,Orphaned,"found underneath work place (A &D Plastering) , found next to mother who was dead. ",**integument**: Large amt of flea dirt // ,NSF,
541968,16-3238,9/10/2016 9:36,Virginia Opossum,California Wildlife Center,18119 S Hobart Blvd Gardena CA,33.86612,-118.308288,Died +24hr,9/12/2016,Juvenile,Physical injury,"found underneath work place (A &D Plastering) , found next to mother who was dead. ","**body**: Multiple punctures on abdomen, puncture on L side of back // **hindlimb**: HL weakness, L > R.  Unable to retract L foot underneath body.  No fx felt.   // ","Multiple punctures, HL paresis",
544900,16-3278,9/15/2016 12:56,Virginia Opossum,California Wildlife Center,720 Ozone Santa Monica CA,34.00161,-118.472326,Euthanized in 24hr,9/15/2016,Sub-adult,Physical injury,hit by car,**head**: OU fixed and dilated. Mandible Fx-severely. Nasal Bone Fx-teeth most teeth are broken off the maxilla. OS proptosed // **cns**: laterally recumbent.  // **body**: Pelvic Fx? Felt crepitus in pelvic area // ,severe head trauma and neurological trauma,
